2023-05-10 13:33:36,189 [Worker-1: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2023-05-10 13:35:21,250 [Worker-6: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2023-05-10 22:20:10,124 [Worker-1: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2023-05-10 22:24:57,345 [Worker-4: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2023-05-10 22:26:46,049 [Worker-4: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2023-05-10 22:27:53,667 [Worker-4: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2023-05-11 11:50:08,778 [Worker-2: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2023-05-11 15:01:36,702 [Worker-6: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is out-of-date. Trying to update.
2023-05-11 15:01:37,639 [Worker-6: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Updating Gradle version information cache failed. Using outdated cache.
2023-05-11 15:05:39,993 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/archetypes/maven-archetype-quickstart/1.1/maven-archetype-quickstart-1.1.pom
2023-05-11 15:12:41,465 [Worker-24: Launching mavenrun-02a006e9-1ac6-406a-9b60-3e0ac089bf58] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149 [603])
2023-05-11 15:12:41,485 [Worker-24: Launching mavenrun-02a006e9-1ac6-406a-9b60-3e0ac089bf58] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\palla\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149
2023-05-11 15:12:41,485 [Worker-24: Launching mavenrun-02a006e9-1ac6-406a-9b60-3e0ac089bf58] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\palla\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\aether-connector-okhttp-0.17.8.jar
2023-05-11 15:12:41,485 [Worker-24: Launching mavenrun-02a006e9-1ac6-406a-9b60-3e0ac089bf58] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\palla\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\commons-cli-1.4.jar
2023-05-11 15:12:41,485 [Worker-24: Launching mavenrun-02a006e9-1ac6-406a-9b60-3e0ac089bf58] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\palla\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\commons-io-2.6.jar
2023-05-11 15:12:41,485 [Worker-24: Launching mavenrun-02a006e9-1ac6-406a-9b60-3e0ac089bf58] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\palla\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\commons-lang3-3.8.1.jar
2023-05-11 15:12:41,485 [Worker-24: Launching mavenrun-02a006e9-1ac6-406a-9b60-3e0ac089bf58] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\palla\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\guice-4.2.2-no_aop.jar
2023-05-11 15:12:41,485 [Worker-24: Launching mavenrun-02a006e9-1ac6-406a-9b60-3e0ac089bf58] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\palla\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\jansi-2.4.0.jar
2023-05-11 15:12:41,486 [Worker-24: Launching mavenrun-02a006e9-1ac6-406a-9b60-3e0ac089bf58] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\palla\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\maven-artifact-3.8.6.jar
2023-05-11 15:12:41,486 [Worker-24: Launching mavenrun-02a006e9-1ac6-406a-9b60-3e0ac089bf58] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\palla\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\maven-builder-support-3.8.6.jar
2023-05-11 15:12:41,486 [Worker-24: Launching mavenrun-02a006e9-1ac6-406a-9b60-3e0ac089bf58] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\palla\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\maven-compat-3.8.6.jar
2023-05-11 15:12:41,486 [Worker-24: Launching mavenrun-02a006e9-1ac6-406a-9b60-3e0ac089bf58] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\palla\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\maven-core-3.8.6.jar
2023-05-11 15:12:41,486 [Worker-24: Launching mavenrun-02a006e9-1ac6-406a-9b60-3e0ac089bf58] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\palla\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\maven-embedder-3.8.6.jar
2023-05-11 15:12:41,486 [Worker-24: Launching mavenrun-02a006e9-1ac6-406a-9b60-3e0ac089bf58] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\palla\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\maven-model-3.8.6.jar
2023-05-11 15:12:41,486 [Worker-24: Launching mavenrun-02a006e9-1ac6-406a-9b60-3e0ac089bf58] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\palla\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\maven-model-builder-3.8.6.jar
2023-05-11 15:12:41,487 [Worker-24: Launching mavenrun-02a006e9-1ac6-406a-9b60-3e0ac089bf58] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\palla\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\maven-plugin-api-3.8.6.jar
2023-05-11 15:12:41,487 [Worker-24: Launching mavenrun-02a006e9-1ac6-406a-9b60-3e0ac089bf58] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\palla\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\maven-repository-metadata-3.8.6.jar
